"Entrez.ID","Symbol","Name","Gene.Family","Type","ENSEMBL.ID"
9053,"MAP7","microtubule associated protein 7","","landmark","ENSG00000135525"
84890,"ADO","2-aminoethanethiol dioxygenase","","landmark","ENSG00000181915"
10776,"ARPP19","cAMP regulated phosphoprotein 19","","landmark","ENSG00000128989"
10775,"POP4","POP4 homolog, ribonuclease P/MRP subunit","","landmark","ENSG00000105171"
10782,"ZNF274","zinc finger protein 274","Zinc fingers C2H2-type, SCAN domain containing","landmark","ENSG00000171606"
57406,"ABHD6","abhydrolase domain containing 6","Abhydrolase domain containing","landmark","ENSG00000163686"
9093,"DNAJA3","DnaJ heat shock protein family (Hsp40) member A3","DNAJ (HSP40) heat shock proteins","landmark","ENSG00000103423"
9097,"USP14","ubiquitin specific peptidase 14","Ubiquitin specific peptidases","landmark","ENSG00000101557"
10765,"KDM5B","lysine demethylase 5B","PHD finger proteins, AT-rich interaction domain containing, Lysine demethylases","landmark","ENSG00000117139"
10730,"YME1L1","YME1 like 1 ATPase","AAA ATPases","landmark","ENSG00000136758"
10732,"TCFL5","transcription factor like 5","Basic helix-loop-helix proteins","landmark","ENSG00000101190"
22794,"CASC3","cancer susceptibility 3","Exon junction complex","landmark","ENSG00000108349"
22796,"COG2","component of oligomeric golgi complex 2","Components of oligomeric golgi complex","landmark","ENSG00000135775"
10797,"MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","","landmark","ENSG00000065911"
256364,"EML3","echinoderm microtubule associated protein like 3","WD repeat domain containing","landmark","ENSG00000149499"
9112,"MTA1","metastasis associated 1","GATA zinc finger domain containing, Myb/SANT domain containing, NuRD complex","landmark","ENSG00000182979"
9124,"PDLIM1","PDZ and LIM domain 1","LIM domain containing, PDZ domain containing","landmark","ENSG00000107438"
9128,"PRPF4","pre-mRNA processing factor 4","WD repeat domain containing","landmark","ENSG00000136875"
9126,"SMC3","structural maintenance of chromosomes 3","Proteoglycans, Structural maintenance of chromosomes proteins, Cohesin complex","landmark","ENSG00000108055"
9133,"CCNB2","cyclin B2","Cyclins","landmark","ENSG00000157456"
9134,"CCNE2","cyclin E2","Cyclins","landmark","ENSG00000175305"
9143,"SYNGR3","synaptogyrin 3","","landmark","ENSG00000127561"
9170,"LPAR2","lysophosphatidic acid receptor 2","Lysophosphatidic acid receptors","landmark","ENSG00000064547"
9183,"ZW10","zw10 kinetochore protein","","landmark","ENSG00000086827"
9181,"ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2","Pleckstrin homology domain containing, Rho guanine nucleotide exchange factors","landmark","ENSG00000116584"
10898,"CPSF4","cleavage and polyadenylation specific factor 4","","landmark","ENSG00000160917"
10892,"MALT1","MALT1 paracaspase","Immunoglobulin like domain containing, CBM complex","landmark","ENSG00000172175"
22889,"KIAA0907","KIAA0907","","landmark","ENSG00000132680"
22883,"CLSTN1","calsyntenin 1","Cadherin related","landmark","ENSG00000171603"
22887,"FOXJ3","forkhead box J3","Forkhead boxes","landmark","ENSG00000198815"
10857,"PGRMC1","progesterone receptor membrane component 1","Membrane associated progesterone receptor family","landmark","ENSG00000101856"
124583,"CANT1","calcium activated nucleotidase 1","","landmark","ENSG00000171302"
22841,"RAB11FIP2","RAB11 family interacting protein 2","C2 domain containing","landmark","ENSG00000107560"
22809,"ATF5","activating transcription factor 5","Basic leucine zipper proteins","landmark","ENSG00000169136"
22823,"MTF2","metal response element binding transcription factor 2","PHD finger proteins, Tudor domain containing","landmark","ENSG00000143033"
22827,"PUF60","poly(U) binding splicing factor 60","RNA binding motif containing","landmark","ENSG00000179950"
10845,"CLPX","caseinolytic mitochondrial matrix peptidase chaperone subunit","AAA ATPases","landmark","ENSG00000166855"
9212,"AURKB","aurora kinase B","Protein phosphatase 1 regulatory subunits, Chromosomal passenger complex","landmark","ENSG00000178999"
9217,"VAPB","VAMP associated protein B and C","","landmark","ENSG00000124164"
9221,"NOLC1","nucleolar and coiled-body phosphoprotein 1","","landmark","ENSG00000166197"
10810,"WASF3","WAS protein family member 3","Wiskott-Aldrich Syndrome protein family","landmark","ENSG00000132970"
10813,"UTP14A","UTP14A small subunit processome component","","landmark","ENSG00000156697"
10818,"FRS2","fibroblast growth factor receptor substrate 2","","landmark","ENSG00000166225"
83743,"GRWD1","glutamate rich WD repeat containing 1","WD repeat domain containing","landmark","ENSG00000105447"
9246,"UBE2L6","ubiquitin conjugating enzyme E2 L6","Ubiquitin conjugating enzymes E2","landmark","ENSG00000156587"
9267,"CYTH1","cytohesin 1","Pleckstrin homology domain containing","landmark","ENSG00000108669"
9261,"MAPKAPK2","mitogen-activated protein kinase-activated protein kinase 2","Mitogen-activated protein kinase-activated protein kinases","landmark","ENSG00000162889"
9276,"COPB2","coatomer protein complex subunit beta 2","WD repeat domain containing","landmark","ENSG00000184432"
9270,"ITGB1BP1","integrin subunit beta 1 binding protein 1","","landmark","ENSG00000119185"
9275,"BCL7B","BCL tumor suppressor 7B","","landmark","ENSG00000106635"
9289,"ADGRG1","adhesion G protein-coupled receptor G1","Adhesion G protein-coupled receptors, subfamily G","landmark","ENSG00000205336"
55008,"HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6","","landmark","ENSG00000138642"
10972,"TMED10","transmembrane p24 trafficking protein 10","Transmembrane p24 trafficking proteins","landmark","ENSG00000170348"
10973,"ASCC3","activating signal cointegrator 1 complex subunit 3","DNA helicases, RNA helicases","landmark","ENSG00000112249"
55012,"PPP2R3C","protein phosphatase 2 regulatory subunit B''gamma","Protein phosphatase 2 regulatory subunits","landmark","ENSG00000092020"
55011,"PIH1D1","PIH1 domain containing 1","R2TP complex","landmark","ENSG00000104872"
22934,"RPIA","ribose 5-phosphate isomerase A","","landmark","ENSG00000153574"
10954,"PDIA5","protein disulfide isomerase family A member 5","Protein disulfide isomerases","landmark","ENSG00000065485"
10953,"TOMM34","translocase of outer mitochondrial membrane 34","Tetratricopeptide repeat domain containing","landmark","ENSG00000025772"
55033,"FKBP14","FK506 binding protein 14","EF-hand domain containing, FKBP prolyl isomerases","landmark","ENSG00000106080"
10969,"EBNA1BP2","EBNA1 binding protein 2","","landmark","ENSG00000117395"
55038,"CDCA4","cell division cycle associated 4","","landmark","ENSG00000170779"
10962,"MLLT11","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11","","landmark","ENSG00000213190"
147179,"WIPF2","WAS/WASL interacting protein family member 2","","landmark","ENSG00000171475"
22908,"SACM1L","SAC1 suppressor of actin mutations 1-like (yeast)","Phosphoinositide phosphatases","landmark","ENSG00000211456"
22926,"ATF6","activating transcription factor 6","Basic leucine zipper proteins","landmark","ENSG00000118217"
10915,"TCERG1","transcription elongation regulator 1","","landmark","ENSG00000113649"
9375,"TM9SF2","transmembrane 9 superfamily member 2","Transmembrane 9 superfamily members","landmark","ENSG00000125304"
22905,"EPN2","epsin 2","","landmark","ENSG00000072134"
10921,"RNPS1","RNA binding protein with serine rich domain 1","RNA binding motif containing, ASAP complex","landmark","ENSG00000205937"
8050,"PDHX","pyruvate dehydrogenase complex component X","","landmark","ENSG00000110435"
8061,"FOSL1","FOS like 1, AP-1 transcription factor subunit","Basic leucine zipper proteins, Fos transcription factor family","landmark","ENSG00000175592"
10904,"BLCAP","bladder cancer associated protein","","landmark","ENSG00000166619"
8091,"HMGA2","high mobility group AT-hook 2","Canonical high mobility group","landmark","ENSG00000149948"
57761,"TRIB3","tribbles pseudokinase 3","","landmark","ENSG00000101255"
55111,"PLEKHJ1","pleckstrin homology domain containing J1","Pleckstrin homology domain containing","landmark","ENSG00000104886"
55127,"HEATR1","HEAT repeat containing 1","Minor histocompatibility antigens","landmark","ENSG00000119285"
55129,"ANO10","anoctamin 10","Anoctamins","landmark","ENSG00000160746"
55148,"UBR7","ubiquitin protein ligase E3 component n-recognin 7 (putative)","Ubiquitin protein ligase E3 component n-recognins","landmark","ENSG00000012963"
79090,"TRAPPC6A","trafficking protein particle complex 6A","Trafficking protein particle complex","landmark","ENSG00000007255"
79094,"CHAC1","ChaC glutathione specific gamma-glutamylcyclotransferase 1","","landmark","ENSG00000128965"
79080,"CCDC86","coiled-coil domain containing 86","","landmark","ENSG00000110104"
9448,"MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4","Mitogen-activated protein kinase kinase kinase kinases","landmark","ENSG00000071054"
9455,"HOMER2","homer scaffolding protein 2","Homer scaffolding proteins","landmark","ENSG00000103942"
9467,"SH3BP5","SH3 domain binding protein 5","","landmark","ENSG00000131370"
79006,"METRN","meteorin, glial cell differentiation regulator","","landmark","ENSG00000103260"
9488,"PIGB","phosphatidylinositol glycan anchor biosynthesis class B","Dolichyl D-mannosyl phosphate dependent mannosyltransferases, Phosphatidylinositol glycan anchor biosynthesis","landmark","ENSG00000069943"
9491,"PSMF1","proteasome inhibitor subunit 1","Proteasome","landmark","ENSG00000125818"
79071,"ELOVL6","ELOVL fatty acid elongase 6","","landmark","ENSG00000170522"
79073,"TMEM109","transmembrane protein 109","","landmark","ENSG00000110108"
81533,"ITFG1","integrin alpha FG-GAP repeat containing 1","","landmark","ENSG00000129636"
80204,"FBXO11","F-box protein 11","F-boxes other, Ubiquitin protein ligase E3 component n-recognins","landmark","ENSG00000138081"
55256,"ADI1","acireductone dioxygenase 1","","landmark","ENSG00000182551"
80212,"CCDC92","coiled-coil domain containing 92","","landmark","ENSG00000119242"
81544,"GDPD5","glycerophosphodiester phosphodiesterase domain containing 5","","landmark","ENSG00000158555"
57804,"POLD4","DNA polymerase delta 4, accessory subunit","DNA polymerases","landmark","ENSG00000175482"
9517,"SPTLC2","serine palmitoyltransferase long chain base subunit 2","","landmark","ENSG00000100596"
9519,"TBPL1","TATA-box binding protein like 1","","landmark","ENSG00000028839"
9531,"BAG3","BCL2 associated athanogene 3","BCL2 associated athanogene family","landmark","ENSG00000151929"
8204,"NRIP1","nuclear receptor interacting protein 1","","landmark","ENSG00000180530"
8202,"NCOA3","nuclear receptor coactivator 3","Basic helix-loop-helix proteins, Lysine acetyltransferases, Trinucleotide repeat containing","landmark","ENSG00000124151"
9533,"POLR1C","RNA polymerase I subunit C","RNA polymerase subunits","landmark","ENSG00000171453"
9552,"SPAG7","sperm associated antigen 7","","landmark","ENSG00000091640"
8243,"SMC1A","structural maintenance of chromosomes 1A","Structural maintenance of chromosomes proteins, Cohesin complex","landmark","ENSG00000072501"
55179,"FAIM","Fas apoptotic inhibitory molecule","","landmark","ENSG00000158234"
8270,"LAGE3","L antigen family member 3","","landmark","ENSG00000196976"
79143,"MBOAT7","membrane bound O-acyltransferase domain containing 7","Membrane bound O-acyltransferases","landmark","ENSG00000125505"
79170,"PRR15L","proline rich 15 like","","landmark","ENSG00000167183"
79174,"CRELD2","cysteine rich with EGF like domains 2","","landmark","ENSG00000184164"
93487,"MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1 like","","landmark","ENSG00000168175"
79187,"FSD1","fibronectin type III and SPRY domain containing 1","Fibronectin type III domain containing","landmark","ENSG00000105255"
56654,"NPDC1","neural proliferation, differentiation and control 1","","landmark","ENSG00000107281"
55324,"ABCF3","ATP binding cassette subfamily F member 3","ATP binding cassette subfamily F","landmark","ENSG00000161204"
30001,"ERO1A","endoplasmic reticulum oxidoreductase 1 alpha","","landmark","ENSG00000197930"
66008,"TRAK2","trafficking kinesin protein 2","","landmark","ENSG00000115993"
80347,"COASY","Coenzyme A synthase","","landmark","ENSG00000068120"
29082,"CHMP4A","charged multivesicular body protein 4A","Charged multivesicular body proteins, ESCRT-III","landmark","ENSG00000254505"
29083,"GTPBP8","GTP binding protein 8 (putative)","","landmark","ENSG00000163607"
9641,"IKBKE","inhibitor of nuclear factor kappa B kinase subunit epsilon","","landmark","ENSG00000263528"
8312,"AXIN1","axin 1","Protein phosphatase 1 regulatory subunits","landmark","ENSG00000103126"
9637,"FEZ2","fasciculation and elongation protein zeta 2","","landmark","ENSG00000171055"
8321,"FZD1","frizzled class receptor 1","G protein-coupled receptors, Class F frizzled","landmark","ENSG00000157240"
9653,"HS2ST1","heparan sulfate 2-O-sulfotransferase 1","Sulfotransferases, membrane bound","landmark","ENSG00000153936"
9650,"MTFR1","mitochondrial fission regulator 1","","landmark","ENSG00000066855"
8324,"FZD7","frizzled class receptor 7","G protein-coupled receptors, Class F frizzled","landmark","ENSG00000155760"
8318,"CDC45","cell division cycle 45","","landmark","ENSG00000093009"
7015,"TERT","telomerase reverse transcriptase","","landmark","ENSG00000164362"
7016,"TESK1","testis-specific kinase 1","","landmark","ENSG00000107140"
9670,"IPO13","importin 13","Importins","landmark","ENSG00000117408"
9686,"VGLL4","vestigial like family member 4","Vestigial like family","landmark","ENSG00000144560"
7027,"TFDP1","transcription factor Dp-1","Transcription factor Dp family","landmark","ENSG00000198176"
9688,"NUP93","nucleoporin 93","Nucleoporins","landmark","ENSG00000102900"
7020,"TFAP2A","transcription factor AP-2 alpha","","landmark","ENSG00000137203"
8349,"HIST2H2BE","histone cluster 2 H2B family member e","Histones","landmark","ENSG00000184678"
9697,"TRAM2","translocation associated membrane protein 2","TLC domain containing","landmark","ENSG00000065308"
9695,"EDEM1","ER degradation enhancing alpha-mannosidase like protein 1","","landmark","ENSG00000134109"
9690,"UBE3C","ubiquitin protein ligase E3C","","landmark","ENSG00000009335"
7043,"TGFB3","transforming growth factor beta 3","Endogenous ligands","landmark","ENSG00000119699"
7048,"TGFBR2","transforming growth factor beta receptor 2","Type 2 receptor serine/threonine kinases","landmark","ENSG00000163513"
8396,"PIP4K2B","phosphatidylinositol-5-phosphate 4-kinase type 2 beta","","landmark","ENSG00000276293"
7077,"TIMP2","TIMP metallopeptidase inhibitor 2","Tissue inhibitor of metallopeptidases","landmark","ENSG00000035862"
7074,"TIAM1","T-cell lymphoma invasion and metastasis 1","Pleckstrin homology domain containing, Rho guanine nucleotide exchange factors, PDZ domain containing","landmark","ENSG00000156299"
7088,"TLE1","transducin like enhancer of split 1","WD repeat domain containing","landmark","ENSG00000196781"
7082,"TJP1","tight junction protein 1","Membrane associated guanylate kinases, PDZ domain containing","landmark","ENSG00000104067"
93594,"TBC1D31","TBC1 domain family member 31","WD repeat domain containing","landmark","ENSG00000156787"
7099,"TLR4","toll like receptor 4","CD molecules, Toll like receptors","landmark","ENSG00000136869"
29103,"DNAJC15","DnaJ heat shock protein family (Hsp40) member C15","DNAJ (HSP40) heat shock proteins","landmark","ENSG00000120675"
148022,"TICAM1","toll like receptor adaptor molecule 1","TIR domain containing","landmark","ENSG00000127666"
9712,"USP6NL","USP6 N-terminal like","","landmark","ENSG00000148429"
9710,"KIAA0355","KIAA0355","","landmark","ENSG00000166398"
9702,"CEP57","centrosomal protein 57","","landmark","ENSG00000166037"
9703,"KIAA0100","KIAA0100","","landmark","ENSG00000007202"
9709,"HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1","","landmark","ENSG00000051108"
102,"ADAM10","ADAM metallopeptidase domain 10","ADAM metallopeptidase domain containing, CD molecules","landmark","ENSG00000137845"
9738,"CCP110","centriolar coiled-coil protein 110","","landmark","ENSG00000103540"
128,"ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide","Alcohol dehydrogenases","landmark","ENSG00000197894"
9761,"MLEC","malectin","Oligosaccharyltransferase complex subunits","landmark","ENSG00000110917"
7105,"TSPAN6","tetraspanin 6","Tetraspanins","landmark","ENSG00000000003"
8440,"NCK2","NCK adaptor protein 2","SH2 domain containing","landmark","ENSG00000071051"
8446,"DUSP11","dual specificity phosphatase 11","Atypical dual specificity phosphatases","landmark","ENSG00000144048"
8444,"DYRK3","dual specificity tyrosine phosphorylation regulated kinase 3","","landmark","ENSG00000143479"
142,"PARP1","poly(ADP-ribose) polymerase 1","Zinc fingers, Zinc fingers PARP-type, Poly(ADP-ribose) polymerases","landmark","ENSG00000143799"
7106,"TSPAN4","tetraspanin 4","Tetraspanins","landmark","ENSG00000214063"
154,"ADRB2","adrenoceptor beta 2","Adrenoceptors","landmark","ENSG00000169252"
9797,"TATDN2","TatD DNase domain containing 2","","landmark","ENSG00000157014"
178,"AGL","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase","","landmark","ENSG00000162688"
7153,"TOP2A","topoisomerase (DNA) II alpha","Topoisomerases","landmark","ENSG00000131747"
7158,"TP53BP1","tumor protein p53 binding protein 1","Tudor domain containing","landmark","ENSG00000067369"
7157,"TP53","tumor protein p53","","landmark","ENSG00000141510"
7159,"TP53BP2","tumor protein p53 binding protein 2","Ankyrin repeat domain containing, Protein phosphatase 1 regulatory subunits","landmark","ENSG00000143514"
8480,"RAE1","ribonucleic acid export 1","WD repeat domain containing, Nucleoporins","landmark","ENSG00000101146"
7165,"TPD52L2","tumor protein D52 like 2","","landmark","ENSG00000101150"
7168,"TPM1","tropomyosin 1 (alpha)","Tropomyosins","landmark","ENSG00000140416"
80349,"WDR61","WD repeat domain 61","WD repeat domain containing, Paf1/RNA polymerase II complex ","landmark","ENSG00000140395"
9801,"MRPL19","mitochondrial ribosomal protein L19","Mitochondrial ribosomal proteins","landmark","ENSG00000115364"
9805,"SCRN1","secernin 1","","landmark","ENSG00000136193"
9813,"EFCAB14","EF-hand calcium binding domain 14","EF-hand domain containing","landmark","ENSG00000159658"
9817,"KEAP1","kelch like ECH associated protein 1","Kelch like, BTB domain containing","landmark","ENSG00000079999"
9833,"MELK","maternal embryonic leucine zipper kinase","","landmark","ENSG00000165304"
207,"AKT1","AKT serine/threonine kinase 1","Pleckstrin homology domain containing","landmark","ENSG00000142208"
54205,"CYCS","cytochrome c, somatic","","landmark","ENSG00000172115"
9842,"PLEKHM1","pleckstrin homology and RUN domain containing M1","Pleckstrin homology domain containing","landmark","ENSG00000225190"
211,"ALAS1","5'-aminolevulinate synthase 1","","landmark","ENSG00000023330"
8503,"PIK3R3","phosphoinositide-3-kinase regulatory subunit 3","SH2 domain containing","landmark","ENSG00000117461"
8508,"NIPSNAP1","nipsnap homolog 1","","landmark","ENSG00000184117"
8520,"HAT1","histone acetyltransferase 1","Lysine acetyltransferases","landmark","ENSG00000128708"
9851,"KIAA0753","KIAA0753","","landmark","ENSG00000198920"
9854,"C2CD2L","C2CD2 like","","landmark","ENSG00000172375"
55556,"ENOSF1","enolase superfamily member 1","","landmark","ENSG00000132199"
226,"ALDOA","aldolase, fructose-bisphosphate A","","landmark","ENSG00000149925"
9847,"C2CD5","C2 calcium dependent domain containing 5","C2 domain containing","landmark","ENSG00000111731"
56889,"TM9SF3","transmembrane 9 superfamily member 3","Transmembrane 9 superfamily members","landmark","ENSG00000077147"
8518,"IKBKAP","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein","Elongator acetyltransferase complex","landmark","ENSG00000070061"
230,"ALDOC","aldolase, fructose-bisphosphate C","","landmark","ENSG00000109107"
9868,"TOMM70","translocase of outer mitochondrial membrane 70","Tetratricopeptide repeat domain containing, Translocase of outer mitochondrial membrane complex","landmark","ENSG00000154174"
8553,"BHLHE40","basic helix-loop-helix family member e40","Basic helix-loop-helix proteins","landmark","ENSG00000134107"
8550,"MAPKAPK5","mitogen-activated protein kinase-activated protein kinase 5","Mitogen-activated protein kinase-activated protein kinases","landmark","ENSG00000089022"
9897,"WASHC5","WASH complex subunit 5","WASH complex","landmark","ENSG00000164961"
8574,"AKR7A2","aldo-keto reductase family 7 member A2","Aldo-keto reductases","landmark","ENSG00000053371"
8573,"CASK","calcium/calmodulin dependent serine protein kinase","Trinucleotide repeat containing, Membrane associated guanylate kinases, PDZ domain containing","landmark","ENSG00000147044"
8569,"MKNK1","MAP kinase interacting serine/threonine kinase 1","Mitogen-activated protein kinase-activated protein kinases","landmark","ENSG00000079277"
7264,"TSTA3","tissue specific transplantation antigen P35B","Short chain dehydrogenase/reductase superfamily","landmark","ENSG00000104522"
291,"SLC25A4","solute carrier family 25 member 4","Solute carriers","landmark","ENSG00000151729"
91137,"SLC25A46","solute carrier family 25 member 46","Solute carriers","landmark","ENSG00000164209"
7296,"TXNRD1","thioredoxin reductase 1","Selenoproteins","landmark","ENSG00000198431"
79643,"CHMP6","charged multivesicular body protein 6","Charged multivesicular body proteins, ESCRT-III","landmark","ENSG00000176108"
55699,"IARS2","isoleucyl-tRNA synthetase 2, mitochondrial","Aminoacyl tRNA synthetases, Class I","landmark","ENSG00000067704"
54386,"TERF2IP","TERF2 interacting protein","Shelterin complex","landmark","ENSG00000166848"
65057,"ACD","ACD, shelterin complex subunit and telomerase recruitment factor","Shelterin complex","landmark","ENSG00000102977"
55604,"CARMIL1","capping protein regulator and myosin 1 linker 1","","landmark","ENSG00000079691"
55608,"ANKRD10","ankyrin repeat domain 10","Ankyrin repeat domain containing","landmark","ENSG00000088448"
56940,"DUSP22","dual specificity phosphatase 22","Atypical dual specificity phosphatases","landmark","ENSG00000112679"
9903,"KLHL21","kelch like family member 21","Kelch like, BTB domain containing","landmark","ENSG00000162413"
55620,"STAP2","signal transducing adaptor family member 2","","landmark","ENSG00000178078"
9917,"FAM20B","FAM20B, glycosaminoglycan xylosylkinase","","landmark","ENSG00000116199"
9918,"NCAPD2","non-SMC condensin I complex subunit D2","","landmark","ENSG00000010292"
9915,"ARNT2","aryl hydrocarbon receptor nuclear translocator 2","Basic helix-loop-helix proteins","landmark","ENSG00000172379"
9924,"PAN2","PAN2 poly(A) specific ribonuclease subunit","Ubiquitin specific peptidases, Exonucleases","landmark","ENSG00000135473"
9928,"KIF14","kinesin family member 14","Kinesins","landmark","ENSG00000118193"
9926,"LPGAT1","lysophosphatidylglycerol acyltransferase 1","","landmark","ENSG00000123684"
9943,"OXSR1","oxidative stress responsive 1","","landmark","ENSG00000172939"
310,"ANXA7","annexin A7","Annexins","landmark","ENSG00000138279"
8607,"RUVBL1","RuvB like AAA ATPase 1","AAA ATPases, INO80 complex, DNA helicases, SRCAP complex, R2TP complex","landmark","ENSG00000175792"
323,"APBB2","amyloid beta precursor protein binding family B member 2","","landmark","ENSG00000163697"
79600,"TCTN1","tectonic family member 1","Tectonic proteins","landmark","ENSG00000204852"
329,"BIRC2","baculoviral IAP repeat containing 2","Ring finger proteins, Baculoviral IAP repeat containing, Caspase recruitment domain containing","landmark","ENSG00000110330"
9961,"MVP","major vault protein","","landmark","ENSG00000013364"
332,"BIRC5","baculoviral IAP repeat containing 5","Baculoviral IAP repeat containing, Chromosomal passenger complex","landmark","ENSG00000089685"
56997,"COQ8A","coenzyme Q8A","","landmark","ENSG00000163050"
8624,"PSMG1","proteasome assembly chaperone 1","","landmark","ENSG00000183527"
348,"APOE","apolipoprotein E","Apolipoproteins","landmark","ENSG00000130203"
351,"APP","amyloid beta precursor protein","Endogenous ligands","landmark","ENSG00000142192"
355,"FAS","Fas cell surface death receptor","CD molecules, Tumor necrosis factor receptor superfamily, Death inducing signaling complex ","landmark","ENSG00000026103"
7319,"UBE2A","ubiquitin conjugating enzyme E2 A","Ubiquitin conjugating enzymes E2","landmark","ENSG00000077721"
9988,"DMTF1","cyclin D binding myb like transcription factor 1","Myb/SANT domain containing","landmark","ENSG00000135164"
8678,"BECN1","beclin 1","Autophagy related","landmark","ENSG00000126581"
6009,"RHEB","Ras homolog enriched in brain","RAS type GTPase family","landmark","ENSG00000106615"
7358,"UGDH","UDP-glucose 6-dehydrogenase","","landmark","ENSG00000109814"
387,"RHOA","ras homolog family member A","Rho family GTPases","landmark","ENSG00000067560"
392,"ARHGAP1","Rho GTPase activating protein 1","Rho GTPase activating proteins, BCH domain containing ","landmark","ENSG00000175220"
7376,"NR1H2","nuclear receptor subfamily 1 group H member 2","Nuclear hormone receptors","landmark","ENSG00000131408"
6050,"RNH1","ribonuclease/angiogenin inhibitor 1","","landmark","ENSG00000023191"
7398,"USP1","ubiquitin specific peptidase 1","Ubiquitin specific peptidases","landmark","ENSG00000162607"
56924,"PAK6","p21 (RAC1) activated kinase 6","","landmark","ENSG00000137843"
65123,"INTS3","integrator complex subunit 3","Integrator complex","landmark","ENSG00000143624"
80758,"PRR7","proline rich 7, synaptic","","landmark","ENSG00000131188"
375346,"TMEM110","transmembrane protein 110","","landmark","ENSG00000213533"
80746,"TSEN2","tRNA splicing endonuclease subunit 2","tRNA-splicing endonuclease subunits","landmark","ENSG00000154743"
54499,"TMCO1","transmembrane and coiled-coil domains 1","","landmark","ENSG00000143183"
55748,"CNDP2","CNDP dipeptidase 2 (metallopeptidase M20 family)","","landmark","ENSG00000133313"
55746,"NUP133","nucleoporin 133","Minor histocompatibility antigens, Nucleoporins","landmark","ENSG00000069248"
79716,"NPEPL1","aminopeptidase-like 1","Aminopeptidases","landmark","ENSG00000215440"
8720,"MBTPS1","membrane bound transcription factor peptidase, site 1","Proprotein convertase subtilisin/kexin family","landmark","ENSG00000140943"
427,"ASAH1","N-acylsphingosine amidohydrolase 1","","landmark","ENSG00000104763"
8731,"RNMT","RNA guanine-7 methyltransferase","Seven-beta-strand methyltransferase motif containing","landmark","ENSG00000101654"
8726,"EED","embryonic ectoderm development","WD repeat domain containing, Polycomb repressive complex 2","landmark","ENSG00000074266"
54438,"GFOD1","glucose-fructose oxidoreductase domain containing 1","","landmark","ENSG00000145990"
8727,"CTNNAL1","catenin alpha like 1","","landmark","ENSG00000119326"
54442,"KCTD5","potassium channel tetramerization domain containing 5","","landmark","ENSG00000167977"
7416,"VDAC1","voltage dependent anion channel 1","Voltage dependent anion channels","landmark","ENSG00000213585"
55793,"MINDY1","MINDY lysine 48 deubiquitinase 1","MINDY deubiquitinases","landmark","ENSG00000143409"
466,"ATF1","activating transcription factor 1","Basic leucine zipper proteins","landmark","ENSG00000123268"
481,"ATP1B1","ATPase Na+/K+ transporting subunit beta 1","ATPase Na+/K+ transporting subunits","landmark","ENSG00000143153"
6117,"RPA1","replication protein A1","Nucleotide excision repair","landmark","ENSG00000132383"
6119,"RPA3","replication protein A3","Nucleotide excision repair","landmark","ENSG00000106399"
6118,"RPA2","replication protein A2","Nucleotide excision repair","landmark","ENSG00000117748"
7466,"WFS1","wolframin ER transmembrane glycoprotein","","landmark","ENSG00000109501"
7485,"WRB","tryptophan rich basic protein","","landmark","ENSG00000182093"
7494,"XBP1","X-box binding protein 1","Basic leucine zipper proteins","landmark","ENSG00000100219"
6182,"MRPL12","mitochondrial ribosomal protein L12","Mitochondrial ribosomal proteins","landmark","ENSG00000262814"
6184,"RPN1","ribophorin I","Oligosaccharyltransferase complex subunits","landmark","ENSG00000163902"
6193,"RPS5","ribosomal protein S5","S ribosomal proteins","landmark","ENSG00000083845"
6195,"RPS6KA1","ribosomal protein S6 kinase A1","Mitogen-activated protein kinase-activated protein kinases","landmark","ENSG00000117676"
6194,"RPS6","ribosomal protein S6","S ribosomal proteins","landmark","ENSG00000137154"
388650,"FAM69A","family with sequence similarity 69 member A","","landmark","ENSG00000154511"
501,"ALDH7A1","aldehyde dehydrogenase 7 family member A1","Aldehyde dehydrogenases","landmark","ENSG00000164904"
54512,"EXOSC4","exosome component 4","Exosome complex","landmark","ENSG00000178896"
55847,"CISD1","CDGSH iron sulfur domain 1","CDGSH iron sulfur domain containing","landmark","ENSG00000122873"
8800,"PEX11A","peroxisomal biogenesis factor 11 alpha","Peroxins","landmark","ENSG00000166821"
8804,"CREG1","cellular repressor of E1A stimulated genes 1","","landmark","ENSG00000143162"
8821,"INPP4B","inositol polyphosphate-4-phosphatase type II B","C2 domain containing, Phosphoinositide phosphatases","landmark","ENSG00000109452"
533,"ATP6V0B","ATPase H+ transporting V0 subunit b","V-type ATPases","landmark","ENSG00000117410"
8826,"IQGAP1","IQ motif containing GTPase activating protein 1","","landmark","ENSG00000140575"
7511,"XPNPEP1","X-prolyl aminopeptidase 1","Aminopeptidases","landmark","ENSG00000108039"
